AWS EKS,AWS RDS Postgres,AWS RDS Aurora,AWS Step Functions,AWS Lambda Container,AWS Lambda Code,AWS S3,AWS DynamoDB,AWS EC2,AWS CloudFormation,AWS SageMaker,AWS Redshift,AWS Elastic Beanstalk,AWS API Gateway,Cloud Lock-in Score
13,5,0,9,7,6,13,14,9,17,11,10,8,8,58
3,17,9,12,10,3,13,14,8,17,14,1,8,13,64
2,2,16,18,18,12,2,0,9,16,17,11,18,11,78
2,2,5,19,3,15,1,0,6,2,2,8,6,19,46
18,5,16,9,17,17,8,13,6,15,5,3,16,1,70
1,1,13,19,15,0,4,10,4,17,15,2,4,4,55
7,0,18,14,9,17,3,12,18,1,19,19,19,17,86
4,15,3,13,5,6,0,19,19,7,10,18,6,6,61
12,9,4,2,18,8,12,13,7,9,3,19,8,14,63
7,8,14,10,19,8,15,18,17,16,4,2,2,9,64
3,14,0,8,11,1,10,9,10,1,5,1,17,3,40
15,16,19,3,18,16,14,9,5,3,14,8,9,12,75
16,12,2,9,8,6,3,6,8,8,7,7,9,8,49
18,11,19,0,5,12,16,15,11,14,7,14,14,15,75
3,19,3,14,13,19,11,7,10,1,1,11,9,15,64
3,18,3,12,2,11,2,0,4,17,19,9,5,5,54
0,13,5,6,1,11,2,3,1,1,12,6,14,19,47
14,15,5,10,15,10,4,16,16,19,2,16,12,13,76
3,17,12,4,4,5,10,3,18,14,1,9,7,7,46
13,13,19,19,16,7,8,5,4,0,17,3,3,18,70
1,3,8,11,0,6,9,16,8,19,9,2,14,11,54
16,12,18,0,5,5,14,16,12,14,18,3,19,13,71
18,9,1,2,6,1,11,17,5,8,13,19,16,17,65
10,16,9,9,0,7,18,3,15,14,17,12,5,3,58
0,13,12,17,3,11,10,4,0,14,17,16,17,17,76
6,15,5,18,7,18,19,6,12,16,17,2,6,14,73
8,14,3,16,11,8,16,0,17,12,6,3,4,10,53
2,14,9,13,9,16,14,5,19,2,5,15,4,7,60
14,4,2,13,8,13,0,5,0,4,8,15,6,17,56
13,6,15,4,18,4,17,5,0,15,10,13,15,18,71
13,5,4,1,9,19,13,16,11,18,2,10,12,6,62
16,12,3,1,12,5,0,12,16,19,8,13,7,7,57
18,2,13,13,17,19,12,8,0,17,13,12,13,10,82
4,13,9,16,16,18,17,2,18,5,4,0,13,8,62
12,12,2,18,4,18,2,9,9,1,14,1,12,8,59
6,18,17,19,17,13,9,14,12,4,16,17,6,1,82
5,1,8,4,14,15,16,13,12,18,1,12,18,7,66
3,13,9,19,0,18,4,16,9,19,4,13,8,9,70
11,1,3,18,14,16,10,3,0,10,12,0,2,12,56
18,8,7,14,6,4,14,18,5,8,3,19,17,11,70
1,10,14,1,6,2,5,6,15,3,4,7,19,4,42
4,6,6,11,0,16,18,5,6,11,11,19,0,10,58
10,15,4,7,1,15,19,9,8,6,19,6,16,16,68
5,13,19,9,18,16,6,1,15,18,12,9,10,3,72
8,14,6,8,17,3,2,15,18,9,3,13,12,14,64
14,19,16,5,18,1,10,17,1,8,4,8,18,11,69
18,6,7,8,19,7,18,18,15,5,14,12,0,18,73
11,2,5,14,17,11,17,13,7,5,0,12,4,16,62
4,16,9,5,1,15,19,7,9,15,8,15,2,14,61
16,15,10,0,3,16,14,15,6,17,10,9,16,1,66
13,12,15,17,14,14,19,0,3,2,8,6,4,8,62
3,10,18,10,19,16,3,3,13,0,5,8,3,10,58
11,15,9,11,18,3,13,7,13,3,2,15,10,1,57
0,2,10,6,1,0,6,3,8,7,11,9,3,19,39
0,7,17,9,6,11,19,14,7,0,13,7,10,0,56
9,9,12,11,5,10,2,13,9,10,7,11,10,14,63
4,6,16,15,0,17,18,19,16,7,15,16,3,16,78
1,15,0,10,8,19,16,1,1,15,19,5,7,2,58
19,8,9,11,14,9,1,0,5,10,6,14,3,12,57
1,11,15,0,19,3,17,3,5,7,19,11,14,18,67
17,7,9,10,3,8,12,19,5,7,0,5,12,9,54
13,10,13,19,14,16,10,5,16,19,14,16,10,6,85
9,14,2,6,18,8,8,10,18,16,5,1,0,16,55
6,4,10,3,7,13,13,4,3,5,17,9,14,9,56
0,10,1,7,7,19,13,18,10,4,4,3,5,12,52
10,15,12,18,0,3,18,17,0,17,12,2,4,19,66
17,16,6,11,7,8,16,8,15,8,4,9,8,13,60
11,1,18,8,8,9,16,17,9,3,10,16,19,7,71
0,15,12,18,19,5,17,11,9,18,7,15,5,18,79
12,10,19,3,8,4,13,18,16,7,10,15,17,0,67
9,12,18,15,18,13,6,17,16,13,8,2,17,16,83
3,4,12,13,15,19,10,0,1,14,3,0,7,9,54
19,7,5,19,18,10,11,14,5,11,9,11,7,17,77
7,18,1,3,13,18,15,16,9,17,9,18,8,12,76
5,15,2,6,15,7,11,14,9,18,14,11,2,10,64
9,5,1,16,16,0,15,15,2,17,15,3,9,8,61
16,14,15,1,16,5,8,17,0,14,8,4,7,15,64
10,5,18,15,3,15,12,4,6,13,11,4,7,19,66
18,6,1,7,2,16,16,19,9,12,14,17,12,8,72
6,16,10,6,1,1,4,15,6,19,1,11,2,13,49
13,2,10,19,15,6,12,3,4,0,11,18,5,15,65
8,18,17,8,5,11,8,19,15,12,16,3,12,8,72
4,4,16,8,7,14,1,13,14,7,6,2,12,13,57
12,5,12,8,0,10,0,7,0,7,8,11,16,1,49
19,1,18,15,16,1,6,7,2,6,1,3,15,11,56
11,16,5,0,12,12,9,6,2,0,8,12,6,7,50
18,11,11,7,10,17,8,0,8,3,4,19,7,14,63
2,5,9,13,3,0,9,12,12,5,3,3,14,7,42
0,15,13,7,14,19,17,11,15,4,1,0,15,7,61
5,0,8,4,6,2,12,18,11,4,4,9,12,3,43
9,10,10,10,4,10,0,14,3,5,13,7,18,15,64
8,13,18,6,10,7,8,8,17,18,6,13,9,14,68
11,14,16,11,17,6,10,17,1,7,12,13,9,8,74
5,7,8,1,3,12,5,16,2,12,9,1,2,4,41
11,17,13,2,14,6,4,17,1,1,9,13,1,16,60
7,17,16,19,8,3,19,4,19,10,7,19,0,19,72
1,8,18,2,7,1,2,13,12,9,7,4,19,7,50
4,10,15,5,16,13,17,17,19,13,12,11,4,18,78
17,14,3,6,14,5,16,18,5,0,15,9,10,6,62
7,5,8,12,16,4,12,15,7,18,10,19,2,10,69
3,8,17,11,16,13,9,19,4,3,18,12,11,19,83
15,5,18,13,6,13,12,17,5,16,1,4,5,18,67
16,10,1,8,0,11,15,13,2,10,1,3,3,1,39
3,2,7,1,16,10,5,8,12,9,16,7,14,15,60
6,0,17,17,18,9,19,13,7,6,9,4,17,0,67
11,4,13,14,12,13,4,9,6,11,9,6,13,12,67
16,16,5,15,5,16,10,1,5,5,4,19,6,1,58
6,11,14,6,9,1,12,4,0,2,3,7,19,8,47
12,2,7,6,6,3,19,17,8,0,14,14,14,9,59
14,8,9,14,13,8,1,11,13,4,6,4,11,19,62
0,19,12,8,19,8,9,17,15,0,16,1,9,16,69
11,13,12,5,14,11,19,14,16,3,10,1,3,10,59
4,15,14,19,4,18,14,6,8,7,0,1,5,17,60
6,8,5,9,8,11,15,3,16,0,0,1,13,11,43
2,12,7,17,11,18,1,5,14,15,9,5,10,15,68
11,10,8,7,16,11,11,11,3,10,10,11,19,9,70
0,19,11,2,14,16,11,6,11,4,5,4,0,7,49
18,14,8,12,10,10,5,0,15,19,18,12,7,19,75
12,17,15,18,7,18,6,1,5,6,1,4,10,6,59
9,17,11,8,2,6,5,6,9,3,19,2,10,14,55
6,12,11,19,14,9,10,17,18,5,9,13,6,6,72
18,0,19,11,17,11,1,4,10,8,10,1,5,16,61
17,17,10,0,4,1,8,14,7,16,14,6,4,6,52
18,1,3,7,13,0,1,4,16,4,10,3,15,5,42
13,11,16,19,14,12,1,17,15,10,1,10,16,16,80
11,15,0,5,0,14,13,11,16,14,16,17,7,0,61
11,9,1,0,6,3,11,10,15,9,18,13,4,13,53
11,19,10,12,13,4,0,0,19,14,13,15,4,4,62
6,3,9,17,15,17,2,3,15,11,19,3,9,14,70
0,13,17,15,13,18,11,3,3,8,12,3,17,3,68
1,7,11,7,18,17,8,11,12,14,7,2,4,18,64
10,16,18,9,18,15,14,1,18,14,14,18,11,15,87
8,5,15,4,19,10,6,16,17,15,6,15,10,8,71
18,15,18,1,1,15,12,11,5,14,14,2,13,2,62
0,15,3,3,1,10,0,1,14,15,4,4,1,0,30
3,7,5,18,1,10,8,12,6,10,1,0,9,9,46
3,10,3,13,11,16,18,6,0,4,12,12,17,1,62
3,11,1,10,12,10,7,18,11,4,17,19,3,9,67
6,18,15,18,7,8,19,6,17,7,4,10,19,5,68
19,12,16,4,16,8,18,0,3,3,14,14,16,14,71
8,2,0,2,10,19,6,15,6,14,4,12,15,9,59
10,0,5,14,14,6,10,8,13,10,11,17,1,13,62
9,3,2,11,16,9,13,4,7,18,9,5,0,4,50
14,18,12,3,11,13,18,15,12,18,19,16,3,8,81
8,13,14,1,17,3,18,1,3,19,1,0,0,10,44
10,8,18,3,18,1,2,16,2,19,9,18,1,9,66
8,7,6,1,9,14,11,16,0,2,3,0,14,12,48
10,19,12,11,17,1,10,15,11,1,5,4,19,8,63
6,17,1,10,16,13,6,13,13,0,17,9,12,12,69
11,10,3,18,16,14,8,17,7,5,10,16,3,9,73
7,1,3,14,5,0,9,2,17,12,11,12,11,1,45
15,5,19,4,16,6,5,16,10,2,3,15,16,7,65
14,3,0,16,17,1,10,13,10,19,1,6,2,13,55
19,14,9,0,11,5,6,14,6,17,16,7,6,1,58
17,1,3,14,10,7,3,6,12,6,19,15,14,14,68
15,18,5,11,4,9,14,16,16,5,0,10,19,19,68
12,19,11,11,7,12,10,12,19,5,9,12,17,3,70
15,5,8,0,10,19,0,7,11,12,5,6,17,9,57
13,9,10,7,4,12,13,18,19,15,5,6,16,6,65
4,1,8,4,12,11,8,3,14,3,18,11,3,2,48
5,9,17,1,2,17,19,2,5,11,11,7,5,2,50
2,9,13,8,18,14,19,4,12,14,16,19,4,18,80
16,7,17,15,1,12,12,5,11,2,16,2,3,1,53
1,12,1,19,1,13,3,5,4,16,12,0,5,1,46
13,9,2,18,19,6,16,19,15,8,2,16,7,13,73
2,18,8,6,5,14,4,18,0,1,15,10,14,11,64
15,19,1,17,7,13,16,5,10,5,15,11,18,12,74
13,19,4,5,0,14,15,18,17,13,13,13,16,3,70
7,15,13,2,18,2,1,9,17,16,19,12,2,18,69
16,8,7,0,13,10,4,8,3,7,2,0,0,17,42
14,5,16,2,14,13,10,10,12,4,1,2,15,4,53
9,7,15,0,1,11,11,17,3,6,11,1,18,5,53
18,2,7,7,15,7,12,11,16,15,3,0,15,17,61
13,10,18,4,11,6,3,6,11,5,10,13,13,6,59
10,12,11,9,3,16,6,11,15,12,8,8,18,1,63
6,6,11,14,6,18,0,11,11,11,18,3,19,4,69
17,17,10,12,1,6,13,17,2,8,17,17,10,3,70
1,10,16,3,7,19,1,8,15,19,6,13,13,7,66
15,16,10,12,14,7,13,18,6,0,11,13,12,15,75
6,17,0,6,5,5,3,10,9,14,17,14,13,14,62
0,1,9,12,13,3,1,16,12,0,11,5,5,10,48
7,7,17,15,18,2,5,19,9,10,13,0,15,17,73
15,2,1,2,16,7,3,10,18,4,14,11,18,11,60
17,4,4,9,12,11,6,13,11,17,13,10,15,15,73
18,11,5,14,0,9,12,8,5,17,12,3,11,8,59
15,12,6,12,11,19,3,5,12,3,5,11,5,5,58
16,1,19,16,7,6,0,5,0,8,14,17,6,13,66
18,10,19,14,12,2,9,6,3,7,16,15,13,7,72
3,17,17,8,9,2,15,14,12,0,11,4,5,3,52
2,0,4,12,19,9,4,16,12,4,2,3,7,16,53
5,2,3,16,5,18,2,14,13,11,7,4,2,6,52
17,15,9,10,8,8,15,0,4,15,18,13,14,17,74
1,16,10,9,6,8,0,14,1,19,8,19,6,17,68
3,17,18,14,7,3,4,5,8,12,9,19,6,15,67
5,15,10,16,6,6,19,17,9,9,16,11,2,14,71
13,0,6,17,13,11,11,3,2,3,16,8,10,11,61
17,1,8,13,5,4,2,11,19,18,8,8,3,9,54
1,0,14,6,6,3,3,13,19,9,3,0,12,6,41
9,0,3,18,19,7,12,2,1,6,11,12,6,10,58
11,8,5,16,2,15,6,11,18,19,2,5,4,18,61
1,17,6,2,10,13,17,5,12,14,8,19,7,4,60
13,13,10,15,7,11,15,8,18,14,1,16,1,12,66
19,13,8,5,6,11,16,12,4,5,10,0,14,3,54
10,17,19,13,11,9,2,1,4,10,7,10,2,4,57
13,6,4,17,9,19,19,11,3,7,2,12,18,10,71
2,4,11,3,15,4,3,7,19,18,18,13,8,9,62
4,9,15,10,15,18,0,19,11,14,11,9,12,16,81
2,11,6,7,11,1,1,1,1,2,17,1,6,19,43
1,15,0,9,11,8,17,5,5,13,7,13,11,2,53
0,19,10,6,5,14,11,4,10,5,19,8,10,3,58
12,12,19,13,12,6,10,3,10,14,5,18,3,6,65
5,14,1,14,2,3,3,7,13,16,8,13,19,6,56
14,7,13,10,2,16,17,3,19,3,19,7,18,11,69
12,0,12,19,9,18,5,11,4,7,15,11,14,4,73
4,7,3,2,16,7,0,15,9,5,17,13,12,0,55
6,13,9,8,1,16,8,4,17,14,9,7,13,0,55
1,10,6,15,7,10,17,16,12,5,16,19,7,8,71
12,11,6,5,15,2,11,17,19,16,2,6,1,5,52
2,9,3,2,9,19,3,4,2,2,12,8,3,15,48
7,12,6,3,16,0,6,18,9,6,14,15,11,17,66
16,8,6,7,7,2,13,13,2,11,19,5,5,7,55
2,0,11,2,12,13,17,10,7,16,18,10,12,0,62
16,14,0,18,5,10,13,5,3,8,19,18,10,0,66
12,2,15,15,5,14,9,18,0,1,6,14,5,15,66
19,15,3,19,0,7,4,11,7,7,7,3,2,13,52
18,10,18,4,4,12,4,11,10,11,15,14,6,10,68
14,17,5,1,11,4,1,9,11,18,11,2,3,0,45
1,6,7,14,6,1,15,15,13,11,13,14,18,9,66
14,1,16,8,14,5,4,9,2,6,9,2,8,18,56
1,10,1,18,5,8,7,3,3,8,16,12,17,8,59
19,5,6,12,3,16,5,16,19,1,14,8,18,18,73
17,7,15,11,12,13,11,15,19,9,11,8,7,13,74
18,8,8,4,7,14,17,11,10,18,6,17,17,8,72
13,4,6,7,16,5,16,15,4,13,0,15,6,19,63
3,4,18,10,8,0,4,6,0,9,0,18,14,5,50
10,2,14,11,15,9,11,3,4,10,2,16,0,16,59
8,9,14,10,3,16,1,2,4,10,6,19,2,5,55
7,11,16,19,19,2,9,3,19,3,14,6,10,8,66
17,11,10,2,17,16,4,13,1,11,15,7,5,11,68
17,12,19,0,0,2,3,14,4,16,4,16,0,15,54
11,4,18,3,1,1,0,13,19,16,13,7,14,3,53
1,14,14,5,9,0,5,13,15,5,19,14,19,14,69
12,17,10,19,19,1,0,5,7,16,17,9,17,16,79
14,19,9,19,15,10,13,11,8,19,16,18,6,14,90
4,15,15,6,7,12,13,19,12,10,19,16,13,0,76
6,10,5,2,8,11,9,10,17,19,19,15,16,18,75
7,14,0,17,17,7,11,18,12,11,8,18,0,4,67
5,15,14,8,5,3,14,18,6,15,5,19,3,12,65
18,18,1,13,15,16,16,1,2,16,16,15,3,3,71
11,11,0,7,19,7,15,16,5,13,4,1,19,5,59
8,9,3,11,18,14,1,18,16,11,18,2,16,6,72
11,9,19,4,6,17,5,3,16,9,5,0,10,11,54
5,4,9,15,10,2,9,11,5,3,15,9,0,6,50
19,4,11,10,15,15,2,2,19,19,13,10,2,0,64
6,7,0,9,5,16,12,10,15,8,10,4,11,6,53
6,9,3,18,9,2,6,18,5,14,14,0,10,8,58
0,17,8,10,4,16,14,11,2,14,19,6,14,8,69
11,18,13,8,0,14,5,18,10,15,2,2,8,11,60
17,0,16,0,12,3,13,2,18,11,12,12,15,19,63
10,12,2,11,2,2,13,3,14,14,14,16,8,3,53
12,2,9,1,14,15,17,11,6,18,17,6,19,19,77
13,19,19,14,10,11,16,16,7,1,7,8,8,11,73
17,7,0,14,5,10,18,12,17,3,0,5,8,12,51
16,8,18,15,9,4,0,4,5,8,18,16,7,16,71
15,5,17,5,3,18,3,18,10,19,15,17,11,16,83
14,2,13,16,9,3,9,9,5,5,18,17,6,14,68
9,1,9,16,18,15,10,9,15,3,0,17,8,10,66
4,10,12,10,0,15,3,0,6,9,4,15,6,11,51
0,19,9,2,13,18,12,9,13,19,4,11,9,6,65
3,5,8,14,3,7,18,7,13,8,15,6,11,9,56
19,12,9,18,16,16,6,17,16,4,6,7,9,14,78
15,13,5,9,4,14,12,9,14,7,19,18,5,17,73
15,6,2,12,14,12,10,5,1,16,12,2,12,17,64
14,15,13,2,4,13,19,12,2,12,19,14,17,14,78
2,4,3,3,3,14,0,13,19,4,8,14,12,16,54
14,3,6,18,19,6,10,4,10,14,13,9,5,13,67
8,11,10,19,7,8,18,10,15,1,16,1,14,4,62
11,10,6,4,19,5,11,2,15,12,3,16,17,10,61
3,4,15,13,17,1,18,14,14,14,5,7,12,5,63
8,7,11,12,2,13,7,11,2,10,19,18,2,19,71
4,7,11,7,19,16,2,10,5,0,13,16,10,3,65
9,0,14,13,13,3,7,13,8,8,16,17,2,0,61
11,16,5,11,15,5,1,10,12,14,2,14,1,12,59
1,12,7,5,9,7,9,2,10,9,19,1,3,15,49
1,14,1,8,18,14,9,16,4,17,12,12,0,4,64
7,11,3,14,10,12,9,19,14,1,2,1,5,1,48
10,7,8,19,16,18,11,8,6,14,3,7,11,18,75
12,4,17,0,16,5,16,1,9,13,8,3,13,14,56
11,17,9,14,10,16,18,9,16,16,12,7,7,17,79
11,16,16,17,9,14,10,5,10,19,1,0,11,1,62
12,4,15,13,1,16,17,1,10,12,13,7,6,18,65
12,14,2,4,3,8,12,16,18,1,8,5,9,14,51
7,11,15,17,3,9,8,8,18,5,16,13,11,7,68
12,18,4,1,2,9,2,13,3,9,11,0,4,1,40
12,5,9,2,0,12,9,8,7,0,16,14,2,15,52
11,0,12,4,5,17,18,17,17,1,19,0,9,5,59
18,12,9,7,12,2,16,7,4,14,16,2,6,19,62
19,6,13,14,13,12,13,17,4,3,12,13,9,8,75
8,15,1,7,3,13,6,16,13,8,15,14,2,16,63
3,12,10,15,0,13,11,15,17,5,11,11,5,4,60
17,15,15,8,4,3,4,3,3,8,8,6,0,17,49
6,19,1,0,4,2,9,18,13,15,2,15,9,5,49
2,16,3,10,18,11,11,13,2,6,2,11,2,12,58
5,18,5,4,5,18,3,9,2,0,11,5,5,1,45
13,6,8,11,0,5,3,13,8,8,11,5,11,17,55
15,13,14,15,0,7,16,6,11,16,16,5,18,7,69
10,7,18,0,7,12,0,0,4,18,5,2,0,9,42
1,5,5,8,16,7,5,18,0,9,8,19,18,13,69
17,19,5,18,13,18,7,5,14,6,1,5,10,2,62
5,4,14,4,15,9,6,5,19,3,10,1,7,2,45
8,12,17,10,15,4,2,12,1,4,4,1,4,1,46
0,10,13,15,18,10,5,4,16,14,11,3,8,14,66
11,2,5,19,17,5,0,7,7,2,16,19,18,15,74
8,16,9,9,16,17,1,7,13,11,11,2,16,15,71
4,6,12,3,7,8,16,12,13,5,19,15,5,18,65
13,10,8,2,19,11,18,2,17,10,11,2,3,17,59
5,3,12,12,2,14,18,9,0,1,14,12,2,18,60
18,0,14,13,10,2,1,14,11,2,15,12,16,4,63
4,5,17,0,15,14,12,4,19,17,13,0,16,18,67
14,4,0,18,12,3,3,12,9,12,13,9,18,16,68
2,4,8,12,4,14,12,19,0,13,8,10,12,0,60
1,2,3,16,7,14,1,5,12,0,14,10,11,4,51
16,13,1,9,4,9,19,2,14,16,11,18,15,11,67
8,10,2,15,19,7,17,19,6,3,9,5,1,10,61
0,2,16,7,8,16,15,9,8,2,7,17,7,6,59
17,8,15,13,8,10,13,8,17,15,2,12,5,14,67
7,0,19,18,13,6,6,4,1,1,7,19,11,3,60
12,3,19,1,16,6,17,2,5,19,13,10,0,18,63
8,15,16,12,3,12,12,3,13,1,16,3,0,1,50
4,1,8,13,4,12,17,9,5,4,16,1,19,4,55
13,2,9,3,4,5,9,3,9,2,15,4,3,14,41
3,18,5,13,2,2,3,3,9,16,4,2,17,2,43
13,19,8,17,7,16,10,3,0,4,15,16,5,4,68
8,6,14,10,3,14,8,10,5,10,10,2,0,7,50
16,11,0,18,14,17,13,14,4,18,9,13,18,6,82
8,6,17,1,16,11,13,6,15,17,11,19,12,0,69
17,14,2,1,5,2,10,7,7,16,9,9,18,12,55
6,1,7,3,16,19,4,0,5,17,1,11,7,4,50
16,2,10,7,17,0,14,8,16,10,4,11,8,14,57
11,0,19,7,14,9,9,8,11,15,19,6,11,9,69
6,9,14,6,16,12,14,16,0,1,19,7,12,18,74
11,8,4,19,10,4,7,8,14,12,2,10,19,17,65
19,16,7,17,3,13,6,2,4,19,16,6,10,5,66
12,2,19,6,19,2,9,14,1,0,0,5,12,11,53
5,6,11,17,17,13,2,8,7,15,4,19,4,1,66
13,19,17,11,18,3,18,6,1,18,11,2,17,10,73
0,10,17,14,17,11,19,5,7,16,13,7,10,18,77
11,15,1,16,18,8,6,7,17,7,7,13,13,1,63
8,15,0,5,1,6,12,7,15,4,4,13,3,5,39
8,8,6,5,16,11,7,16,3,13,10,10,12,11,66
15,6,4,4,18,19,4,9,3,7,18,19,9,12,75
6,6,9,19,0,4,14,14,12,10,6,14,18,3,61
9,14,2,8,2,0,6,15,17,12,19,5,2,18,55
4,19,11,13,18,19,7,4,18,17,3,19,0,18,79
11,15,6,17,14,19,17,9,16,2,9,17,16,10,82
1,19,0,17,13,10,5,19,0,4,5,2,13,15,61
0,4,6,5,5,0,18,3,14,4,0,13,17,0,36
19,15,4,12,17,7,19,15,1,11,8,19,14,15,82
7,12,13,7,14,3,6,7,8,16,10,15,10,11,65
7,15,5,11,6,6,4,11,14,10,15,11,12,18,67
4,1,2,1,6,1,19,1,14,0,15,14,18,19,49
0,0,0,5,10,7,13,1,15,10,9,1,0,9,33
13,19,3,5,2,0,4,10,9,6,16,12,18,5,54
8,6,5,7,0,10,7,1,14,19,5,19,10,4,51
6,16,3,3,0,16,13,5,1,6,11,19,5,17,58
19,15,11,10,9,10,11,9,15,19,11,19,19,12,85
8,6,11,18,17,1,14,19,19,6,1,12,4,18,68
7,19,9,16,16,16,8,17,11,14,11,19,17,1,88
5,10,4,9,9,8,0,19,15,14,7,17,7,18,67
6,4,14,15,13,2,9,1,14,5,19,13,10,12,64
16,1,11,13,19,3,4,14,2,6,5,6,3,14,57
4,10,6,3,6,7,4,2,10,14,8,0,6,8,38
1,8,12,17,13,8,18,1,17,8,13,4,5,13,61
18,12,1,17,11,6,17,16,3,5,5,8,5,19,64
9,2,2,2,2,3,6,6,10,2,7,18,14,15,44
11,11,5,11,11,11,5,2,5,6,19,4,8,7,56
17,19,9,13,11,6,6,8,5,1,10,16,16,1,65
3,11,8,14,13,10,16,6,12,16,7,12,14,8,68
8,19,19,15,14,4,7,7,4,15,8,14,10,9,73
17,19,16,12,16,12,1,12,16,12,2,11,11,4,73
10,8,0,7,17,14,8,13,18,19,9,14,8,9,70
17,17,12,6,8,1,1,5,7,17,2,11,6,11,53
13,2,10,12,8,12,18,3,13,5,0,13,15,1,54
2,5,7,18,19,19,7,18,10,19,14,9,14,11,86
10,3,8,13,11,5,19,9,5,16,13,0,6,3,54
12,2,2,1,18,17,19,7,17,17,13,13,9,1,65
13,1,1,10,11,2,5,2,2,13,1,8,14,6,41
8,8,11,6,4,5,18,18,3,17,0,2,13,10,53
8,17,5,12,3,0,1,11,6,11,12,14,12,3,55
11,4,12,15,9,16,10,19,9,11,18,15,5,6,79
13,4,7,13,7,0,5,8,14,14,17,1,15,13,58
9,19,5,10,5,9,8,2,18,4,13,4,19,2,54
3,9,8,5,19,12,12,10,3,11,4,14,5,5,58
9,19,16,2,17,1,10,2,13,8,11,6,6,6,53
0,12,18,10,12,11,13,8,14,8,10,11,13,11,70
12,19,17,4,16,9,2,0,7,0,10,17,4,7,59
6,15,9,9,11,9,9,3,15,14,10,18,0,1,58
10,15,11,13,10,12,5,3,0,5,13,1,13,15,61
19,2,16,6,10,4,3,17,11,13,7,6,14,10,62
7,3,3,19,16,11,3,2,18,15,19,16,11,14,76
14,11,19,14,4,11,12,9,14,2,3,11,11,11,64
9,9,18,11,4,19,14,13,4,15,9,5,19,4,72
1,14,17,13,6,17,7,9,0,3,2,3,7,19,59
2,4,3,0,15,6,19,11,7,12,12,15,19,5,60
7,6,18,6,3,7,10,18,3,1,4,11,5,14,53
6,0,6,17,14,6,3,1,5,1,19,13,17,4,59
16,10,6,19,11,6,15,5,10,18,3,16,4,6,64
9,12,12,17,4,5,5,6,10,4,5,5,13,2,49
8,0,18,11,17,0,4,15,8,7,11,4,1,6,53
18,3,18,10,12,8,4,10,10,9,9,6,7,3,58
2,15,2,8,8,17,13,19,1,19,16,3,17,5,70
5,3,0,12,6,6,19,7,9,2,1,17,19,8,51
12,12,18,3,4,10,7,19,4,19,12,0,18,9,68
7,19,10,15,12,15,5,9,19,9,0,2,8,9,61
19,19,17,12,2,3,2,10,10,3,1,2,7,17,52
11,4,10,15,13,10,6,8,18,14,18,1,1,3,60
19,4,17,1,1,5,14,3,9,2,2,9,2,11,39
17,13,11,19,7,18,0,9,3,1,13,3,17,10,70
6,14,8,19,7,2,10,14,9,19,17,7,3,3,64
10,9,3,2,3,0,6,5,17,2,16,13,0,2,36
3,15,18,12,4,8,16,0,1,4,2,3,7,0,41
14,1,18,16,6,15,9,5,5,6,3,12,6,4,58
9,3,15,4,14,8,14,15,2,18,18,3,5,7,64
1,18,8,6,19,9,17,17,18,12,10,19,10,7,77
13,11,6,8,14,1,19,12,6,12,7,17,3,16,64
9,1,15,12,9,12,3,16,2,10,19,19,19,1,77
6,16,7,7,7,3,0,10,13,18,2,17,6,19,59
16,4,0,15,2,19,13,14,19,7,7,1,4,8,55
12,15,9,17,12,10,6,9,8,6,0,9,16,12,65
8,17,5,19,5,15,4,4,16,12,15,0,13,2,61
17,9,18,5,16,9,6,12,2,16,5,5,5,11,63
15,17,5,13,8,8,8,7,12,16,13,16,15,4,71
1,12,19,5,7,9,13,4,4,16,17,15,8,14,69
5,4,17,5,7,2,3,7,0,0,2,7,15,16,44
13,5,12,10,4,4,1,17,7,10,9,14,1,13,57
5,6,11,4,4,14,4,1,2,17,7,2,18,15,53
9,19,16,9,3,15,18,12,14,8,17,12,18,19,85
11,1,19,13,2,11,15,8,14,8,9,15,17,14,71
2,9,8,6,6,15,9,6,7,16,6,11,7,12,57
10,6,12,14,14,2,8,17,9,6,2,16,1,14,61
18,3,16,13,3,18,3,12,15,12,13,18,13,11,80
10,9,12,1,10,5,14,10,3,9,7,11,16,14,59
2,1,1,12,17,19,17,10,7,6,3,11,12,6,60
15,3,17,14,5,17,17,12,14,17,3,3,13,17,73
5,11,14,9,19,5,1,9,19,16,13,13,7,17,73
4,4,10,2,18,17,5,3,6,15,16,1,1,8,54
7,8,5,6,5,8,12,0,6,10,17,15,0,8,50
10,14,11,9,19,17,19,15,0,2,12,10,1,6,70
7,16,17,13,11,15,5,0,7,19,3,17,9,6,70
1,17,13,3,19,4,13,0,4,11,3,15,18,0,56
18,13,1,0,3,1,16,16,3,3,1,16,14,6,46
0,0,17,5,19,10,6,19,18,13,3,3,1,13,58
13,3,4,19,16,4,5,3,12,4,9,18,17,11,66
12,1,19,11,4,15,4,14,7,1,3,5,19,9,60
16,6,8,12,1,7,6,1,7,6,18,17,4,5,54
16,6,5,12,14,18,18,0,8,4,12,14,11,19,73
2,15,1,3,4,15,13,0,13,13,7,3,15,9,48
16,18,15,7,7,11,2,15,3,2,2,2,2,3,48
7,5,7,2,11,8,7,7,18,19,8,0,9,4,47
14,5,11,6,1,18,15,12,17,3,13,9,7,6,60
6,13,1,4,7,4,19,4,14,10,4,1,15,0,38
